"","county","party","race","hisp","gender","age","total_voters","freq"
"34372","RANDOLPH","REP","M","HL","M","18-25",3,48
"34373","RANDOLPH","REP","M","HL","M","26-40",1,86
"34374","RANDOLPH","REP","M","NL","F","18-25",6,71
"34375","RANDOLPH","REP","M","NL","F","26-40",5,108
"34376","RANDOLPH","REP","M","NL","F","41-65",1,116
"34377","RANDOLPH","REP","M","NL","M","18-25",2,85
"34378","RANDOLPH","REP","M","NL","M","26-40",3,99
"34379","RANDOLPH","REP","M","NL","M","41-65",3,131
"34380","RANDOLPH","REP","M","UN","F","26-40",1,NA
"34381","RANDOLPH","REP","M","UN","F","41-65",2,NA
"34382","RANDOLPH","REP","M","UN","M","18-25",2,NA
"34383","RANDOLPH","REP","M","UN","M","26-40",1,NA
"34384","RANDOLPH","REP","M","UN","M","41-65",7,NA
"34385","RANDOLPH","REP","O","HL","F","18-25",29,449
"34386","RANDOLPH","REP","O","HL","F","26-40",25,1010
"34387","RANDOLPH","REP","O","HL","F","41-65",18,535
"34388","RANDOLPH","REP","O","HL","F","66+",5,49
"34389","RANDOLPH","REP","O","HL","M","18-25",49,606
"34390","RANDOLPH","REP","O","HL","M","26-40",33,1188
"34391","RANDOLPH","REP","O","HL","M","41-65",44,650
"34392","RANDOLPH","REP","O","HL","M","66+",6,34
"34393","RANDOLPH","REP","O","NL","F","18-25",16,4
"34394","RANDOLPH","REP","O","NL","F","26-40",20,10
"34395","RANDOLPH","REP","O","NL","F","41-65",30,17
"34396","RANDOLPH","REP","O","NL","F","66+",15,0
"34397","RANDOLPH","REP","O","NL","M","18-25",8,9
"34398","RANDOLPH","REP","O","NL","M","26-40",14,10
"34399","RANDOLPH","REP","O","NL","M","41-65",40,14
"34400","RANDOLPH","REP","O","NL","M","66+",16,1
"34401","RANDOLPH","REP","O","UN","F","18-25",1,NA
"34402","RANDOLPH","REP","O","UN","F","26-40",5,NA
"34403","RANDOLPH","REP","O","UN","F","41-65",4,NA
"34404","RANDOLPH","REP","O","UN","F","66+",3,NA
"34405","RANDOLPH","REP","O","UN","M","26-40",3,NA
"34406","RANDOLPH","REP","O","UN","M","41-65",8,NA
"34407","RANDOLPH","REP","U","HL","F","18-25",6,NA
"34408","RANDOLPH","REP","U","HL","F","26-40",5,NA
"34409","RANDOLPH","REP","U","HL","F","41-65",8,NA
"34410","RANDOLPH","REP","U","HL","F","66+",3,NA
"34411","RANDOLPH","REP","U","HL","M","18-25",4,NA
"34412","RANDOLPH","REP","U","HL","M","26-40",5,NA
"34413","RANDOLPH","REP","U","HL","M","41-65",10,NA
"34414","RANDOLPH","REP","U","HL","M","66+",6,NA
"34415","RANDOLPH","REP","U","HL","U","26-40",1,NA
"34416","RANDOLPH","REP","U","HL","U","41-65",2,NA
"34417","RANDOLPH","REP","U","NL","F","18-25",2,NA
"34418","RANDOLPH","REP","U","NL","F","26-40",6,NA
"34419","RANDOLPH","REP","U","NL","F","41-65",9,NA
"34420","RANDOLPH","REP","U","NL","F","66+",3,NA
"34421","RANDOLPH","REP","U","NL","M","18-25",4,NA
"34422","RANDOLPH","REP","U","NL","M","26-40",8,NA
"34423","RANDOLPH","REP","U","NL","M","41-65",17,NA
"34424","RANDOLPH","REP","U","NL","M","66+",7,NA
"34425","RANDOLPH","REP","U","NL","U","41-65",2,NA
"34426","RANDOLPH","REP","U","UN","F","18-25",3,NA
"34427","RANDOLPH","REP","U","UN","F","26-40",15,NA
"34428","RANDOLPH","REP","U","UN","F","41-65",19,NA
"34429","RANDOLPH","REP","U","UN","F","66+",20,NA
"34430","RANDOLPH","REP","U","UN","M","18-25",8,NA
"34431","RANDOLPH","REP","U","UN","M","26-40",13,NA
"34432","RANDOLPH","REP","U","UN","M","41-65",32,NA
"34433","RANDOLPH","REP","U","UN","M","66+",9,NA
"34434","RANDOLPH","REP","U","UN","U","18-25",33,NA
"34435","RANDOLPH","REP","U","UN","U","26-40",34,NA
"34436","RANDOLPH","REP","U","UN","U","41-65",55,NA
"34437","RANDOLPH","REP","U","UN","U","66+",17,NA
"34438","RANDOLPH","REP","W","HL","F","18-25",12,340
"34439","RANDOLPH","REP","W","HL","F","26-40",20,761
"34440","RANDOLPH","REP","W","HL","F","41-65",24,459
"34441","RANDOLPH","REP","W","HL","F","66+",5,57
"34442","RANDOLPH","REP","W","HL","M","18-25",9,356
"34443","RANDOLPH","REP","W","HL","M","26-40",21,853
"34444","RANDOLPH","REP","W","HL","M","41-65",23,513
"34445","RANDOLPH","REP","W","HL","M","66+",1,55
"34446","RANDOLPH","REP","W","NL","F","18-25",1605,4918
"34447","RANDOLPH","REP","W","NL","F","26-40",3360,10381
"34448","RANDOLPH","REP","W","NL","F","41-65",9515,21775
"34449","RANDOLPH","REP","W","NL","F","66+",5244,9839
"34450","RANDOLPH","REP","W","NL","M","18-25",1743,4906
"34451","RANDOLPH","REP","W","NL","M","26-40",3177,9892
"34452","RANDOLPH","REP","W","NL","M","41-65",9183,21213
"34453","RANDOLPH","REP","W","NL","M","66+",4431,7406
"34454","RANDOLPH","REP","W","NL","U","18-25",11,NA
"34455","RANDOLPH","REP","W","NL","U","26-40",12,NA
"34456","RANDOLPH","REP","W","NL","U","41-65",21,NA
"34457","RANDOLPH","REP","W","NL","U","66+",2,NA
"34458","RANDOLPH","REP","W","UN","F","18-25",358,NA
"34459","RANDOLPH","REP","W","UN","F","26-40",851,NA
"34460","RANDOLPH","REP","W","UN","F","41-65",1513,NA
"34461","RANDOLPH","REP","W","UN","F","66+",655,NA
"34462","RANDOLPH","REP","W","UN","M","18-25",365,NA
"34463","RANDOLPH","REP","W","UN","M","26-40",780,NA
"34464","RANDOLPH","REP","W","UN","M","41-65",1514,NA
"34465","RANDOLPH","REP","W","UN","M","66+",556,NA
"34466","RANDOLPH","REP","W","UN","U","18-25",24,NA
"34467","RANDOLPH","REP","W","UN","U","26-40",25,NA
"34468","RANDOLPH","REP","W","UN","U","41-65",44,NA
"34469","RANDOLPH","REP","W","UN","U","66+",18,NA
"34470","RANDOLPH","UNA","A","NL","F","18-25",12,65
"34471","RANDOLPH","UNA","A","NL","F","26-40",27,196
"34472","RANDOLPH","UNA","A","NL","F","41-65",27,236
"34473","RANDOLPH","UNA","A","NL","F","66+",7,40
"34474","RANDOLPH","UNA","A","NL","M","18-25",23,61
"34475","RANDOLPH","UNA","A","NL","M","26-40",22,139
"34476","RANDOLPH","UNA","A","NL","M","41-65",23,222
"34477","RANDOLPH","UNA","A","NL","M","66+",5,40
"34478","RANDOLPH","UNA","A","UN","F","18-25",9,NA
"34479","RANDOLPH","UNA","A","UN","F","26-40",17,NA
"34480","RANDOLPH","UNA","A","UN","F","41-65",13,NA
"34481","RANDOLPH","UNA","A","UN","F","66+",3,NA
"34482","RANDOLPH","UNA","A","UN","M","18-25",4,NA
"34483","RANDOLPH","UNA","A","UN","M","26-40",13,NA
"34484","RANDOLPH","UNA","A","UN","M","41-65",21,NA
"34485","RANDOLPH","UNA","A","UN","M","66+",2,NA
"34486","RANDOLPH","UNA","A","UN","U","18-25",1,NA
"34487","RANDOLPH","UNA","A","UN","U","26-40",2,NA
"34488","RANDOLPH","UNA","B","NL","F","18-25",85,397
"34489","RANDOLPH","UNA","B","NL","F","26-40",139,777
"34490","RANDOLPH","UNA","B","NL","F","41-65",108,1386
"34491","RANDOLPH","UNA","B","NL","F","66+",28,503
"34492","RANDOLPH","UNA","B","NL","M","18-25",96,421
"34493","RANDOLPH","UNA","B","NL","M","26-40",147,729
"34494","RANDOLPH","UNA","B","NL","M","41-65",147,1376
"34495","RANDOLPH","UNA","B","NL","M","66+",25,338
"34496","RANDOLPH","UNA","B","NL","U","41-65",2,NA
"34497","RANDOLPH","UNA","B","UN","F","18-25",24,NA
"34498","RANDOLPH","UNA","B","UN","F","26-40",43,NA
"34499","RANDOLPH","UNA","B","UN","F","41-65",40,NA
"34500","RANDOLPH","UNA","B","UN","F","66+",10,NA
"34501","RANDOLPH","UNA","B","UN","M","18-25",17,NA
"34502","RANDOLPH","UNA","B","UN","M","26-40",38,NA
"34503","RANDOLPH","UNA","B","UN","M","41-65",59,NA
"34504","RANDOLPH","UNA","B","UN","M","66+",8,NA
"34505","RANDOLPH","UNA","B","UN","U","18-25",1,NA
"34506","RANDOLPH","UNA","B","UN","U","26-40",1,NA
"34507","RANDOLPH","UNA","B","UN","U","41-65",2,NA
"34508","RANDOLPH","UNA","B","UN","U","66+",1,NA
"34509","RANDOLPH","UNA","I","HL","F","41-65",1,18
"34510","RANDOLPH","UNA","I","NL","F","18-25",5,26
"34511","RANDOLPH","UNA","I","NL","F","26-40",10,76
"34512","RANDOLPH","UNA","I","NL","F","41-65",18,124
"34513","RANDOLPH","UNA","I","NL","F","66+",1,26
"34514","RANDOLPH","UNA","I","NL","M","18-25",8,35
"34515","RANDOLPH","UNA","I","NL","M","26-40",8,77
"34516","RANDOLPH","UNA","I","NL","M","41-65",25,135
"34517","RANDOLPH","UNA","I","NL","M","66+",6,22
"34518","RANDOLPH","UNA","I","NL","U","41-65",1,NA
"34519","RANDOLPH","UNA","I","UN","F","18-25",1,NA
"34520","RANDOLPH","UNA","I","UN","F","26-40",5,NA
"34521","RANDOLPH","UNA","I","UN","F","41-65",2,NA
"34522","RANDOLPH","UNA","I","UN","F","66+",2,NA
"34523","RANDOLPH","UNA","I","UN","M","18-25",2,NA
"34524","RANDOLPH","UNA","I","UN","M","26-40",6,NA
"34525","RANDOLPH","UNA","I","UN","M","41-65",4,NA
"34526","RANDOLPH","UNA","I","UN","M","66+",1,NA
"34527","RANDOLPH","UNA","M","HL","F","18-25",8,33
"34528","RANDOLPH","UNA","M","HL","F","26-40",10,72
"34529","RANDOLPH","UNA","M","HL","F","41-65",5,38
"34530","RANDOLPH","UNA","M","HL","F","66+",1,1
"34531","RANDOLPH","UNA","M","HL","M","18-25",13,48
"34532","RANDOLPH","UNA","M","HL","M","26-40",9,86
"34533","RANDOLPH","UNA","M","HL","M","41-65",5,49
"34534","RANDOLPH","UNA","M","HL","U","66+",1,NA
"34535","RANDOLPH","UNA","M","NL","F","18-25",11,71
"34536","RANDOLPH","UNA","M","NL","F","26-40",7,108
"34537","RANDOLPH","UNA","M","NL","F","41-65",5,116
"34538","RANDOLPH","UNA","M","NL","M","18-25",7,85
"34539","RANDOLPH","UNA","M","NL","M","26-40",8,99
"34540","RANDOLPH","UNA","M","NL","M","41-65",4,131
"34541","RANDOLPH","UNA","M","NL","M","66+",1,26
"34542","RANDOLPH","UNA","M","UN","F","18-25",3,NA
"34543","RANDOLPH","UNA","M","UN","F","26-40",6,NA
"34544","RANDOLPH","UNA","M","UN","F","41-65",1,NA
"34545","RANDOLPH","UNA","M","UN","M","18-25",5,NA
"34546","RANDOLPH","UNA","M","UN","M","26-40",5,NA
"34547","RANDOLPH","UNA","M","UN","M","41-65",5,NA
"34548","RANDOLPH","UNA","M","UN","M","66+",1,NA
"34549","RANDOLPH","UNA","M","UN","U","26-40",1,NA
"34550","RANDOLPH","UNA","O","HL","F","18-25",139,449
"34551","RANDOLPH","UNA","O","HL","F","26-40",80,1010
"34552","RANDOLPH","UNA","O","HL","F","41-65",39,535
"34553","RANDOLPH","UNA","O","HL","F","66+",3,49
"34554","RANDOLPH","UNA","O","HL","M","18-25",169,606
"34555","RANDOLPH","UNA","O","HL","M","26-40",77,1188
"34556","RANDOLPH","UNA","O","HL","M","41-65",56,650
"34557","RANDOLPH","UNA","O","HL","M","66+",5,34
"34558","RANDOLPH","UNA","O","NL","F","18-25",27,4
"34559","RANDOLPH","UNA","O","NL","F","26-40",32,10
"34560","RANDOLPH","UNA","O","NL","F","41-65",38,17
"34561","RANDOLPH","UNA","O","NL","F","66+",11,0
"34562","RANDOLPH","UNA","O","NL","M","18-25",27,9
"34563","RANDOLPH","UNA","O","NL","M","26-40",35,10
"34564","RANDOLPH","UNA","O","NL","M","41-65",51,14
"34565","RANDOLPH","UNA","O","NL","M","66+",9,1
"34566","RANDOLPH","UNA","O","NL","U","41-65",2,NA
"34567","RANDOLPH","UNA","O","UN","F","18-25",5,NA
"34568","RANDOLPH","UNA","O","UN","F","26-40",6,NA
"34569","RANDOLPH","UNA","O","UN","F","41-65",8,NA
"34570","RANDOLPH","UNA","O","UN","F","66+",1,NA
"34571","RANDOLPH","UNA","O","UN","M","18-25",10,NA
"34572","RANDOLPH","UNA","O","UN","M","26-40",13,NA
"34573","RANDOLPH","UNA","O","UN","M","41-65",6,NA
"34574","RANDOLPH","UNA","O","UN","M","66+",2,NA
"34575","RANDOLPH","UNA","O","UN","U","41-65",1,NA
"34576","RANDOLPH","UNA","U","HL","F","18-25",21,NA
"34577","RANDOLPH","UNA","U","HL","F","26-40",31,NA
"34578","RANDOLPH","UNA","U","HL","F","41-65",24,NA
"34579","RANDOLPH","UNA","U","HL","F","66+",4,NA
"34580","RANDOLPH","UNA","U","HL","M","18-25",11,NA
"34581","RANDOLPH","UNA","U","HL","M","26-40",12,NA
"34582","RANDOLPH","UNA","U","HL","M","41-65",27,NA
"34583","RANDOLPH","UNA","U","HL","M","66+",8,NA
"34584","RANDOLPH","UNA","U","HL","U","18-25",3,NA
"34585","RANDOLPH","UNA","U","HL","U","26-40",1,NA
"34586","RANDOLPH","UNA","U","HL","U","41-65",4,NA
"34587","RANDOLPH","UNA","U","NL","F","18-25",1,NA
"34588","RANDOLPH","UNA","U","NL","F","26-40",6,NA
"34589","RANDOLPH","UNA","U","NL","F","41-65",10,NA
"34590","RANDOLPH","UNA","U","NL","F","66+",8,NA
"34591","RANDOLPH","UNA","U","NL","M","18-25",2,NA
"34592","RANDOLPH","UNA","U","NL","M","26-40",12,NA
"34593","RANDOLPH","UNA","U","NL","M","41-65",10,NA
"34594","RANDOLPH","UNA","U","NL","M","66+",4,NA
"34595","RANDOLPH","UNA","U","NL","U","41-65",1,NA
"34596","RANDOLPH","UNA","U","UN","F","18-25",16,NA
"34597","RANDOLPH","UNA","U","UN","F","26-40",25,NA
"34598","RANDOLPH","UNA","U","UN","F","41-65",38,NA
"34599","RANDOLPH","UNA","U","UN","F","66+",20,NA
"34600","RANDOLPH","UNA","U","UN","M","18-25",13,NA
"34601","RANDOLPH","UNA","U","UN","M","26-40",29,NA
"34602","RANDOLPH","UNA","U","UN","M","41-65",38,NA
"34603","RANDOLPH","UNA","U","UN","M","66+",18,NA
"34604","RANDOLPH","UNA","U","UN","U","18-25",93,NA
"34605","RANDOLPH","UNA","U","UN","U","26-40",80,NA
"34606","RANDOLPH","UNA","U","UN","U","41-65",99,NA
"34607","RANDOLPH","UNA","U","UN","U","66+",20,NA
"34608","RANDOLPH","UNA","W","HL","F","18-25",46,340
"34609","RANDOLPH","UNA","W","HL","F","26-40",52,761
"34610","RANDOLPH","UNA","W","HL","F","41-65",29,459
"34611","RANDOLPH","UNA","W","HL","F","66+",6,57
"34612","RANDOLPH","UNA","W","HL","M","18-25",18,356
"34613","RANDOLPH","UNA","W","HL","M","26-40",24,853
"34614","RANDOLPH","UNA","W","HL","M","41-65",16,513
"34615","RANDOLPH","UNA","W","HL","M","66+",4,55
"34616","RANDOLPH","UNA","W","HL","U","26-40",1,NA
"34617","RANDOLPH","UNA","W","NL","F","18-25",1457,4918
"34618","RANDOLPH","UNA","W","NL","F","26-40",2951,10381
"34619","RANDOLPH","UNA","W","NL","F","41-65",4085,21775
"34620","RANDOLPH","UNA","W","NL","F","66+",1442,9839
"34621","RANDOLPH","UNA","W","NL","M","18-25",1356,4906
"34622","RANDOLPH","UNA","W","NL","M","26-40",2406,9892
"34623","RANDOLPH","UNA","W","NL","M","41-65",3775,21213
"34624","RANDOLPH","UNA","W","NL","M","66+",1341,7406
"34625","RANDOLPH","UNA","W","NL","U","18-25",6,NA
"34626","RANDOLPH","UNA","W","NL","U","26-40",8,NA
"34627","RANDOLPH","UNA","W","NL","U","41-65",14,NA
"34628","RANDOLPH","UNA","W","NL","U","66+",4,NA
"34629","RANDOLPH","UNA","W","UN","F","18-25",250,NA
"34630","RANDOLPH","UNA","W","UN","F","26-40",722,NA
"34631","RANDOLPH","UNA","W","UN","F","41-65",917,NA
"34632","RANDOLPH","UNA","W","UN","F","66+",281,NA
"34633","RANDOLPH","UNA","W","UN","M","18-25",207,NA
"34634","RANDOLPH","UNA","W","UN","M","26-40",627,NA
"34635","RANDOLPH","UNA","W","UN","M","41-65",885,NA
"34636","RANDOLPH","UNA","W","UN","M","66+",250,NA
"34637","RANDOLPH","UNA","W","UN","U","18-25",11,NA
"34638","RANDOLPH","UNA","W","UN","U","26-40",13,NA
"34639","RANDOLPH","UNA","W","UN","U","41-65",17,NA
"34640","RANDOLPH","UNA","W","UN","U","66+",3,NA
"34641","RICHMOND","DEM","A","NL","F","18-25",1,16
"34642","RICHMOND","DEM","A","NL","F","26-40",7,46
"34643","RICHMOND","DEM","A","NL","F","41-65",4,71
"34644","RICHMOND","DEM","A","NL","F","66+",3,23
"34645","RICHMOND","DEM","A","NL","M","18-25",3,38
"34646","RICHMOND","DEM","A","NL","M","26-40",3,45
"34647","RICHMOND","DEM","A","NL","M","41-65",4,74
"34648","RICHMOND","DEM","A","UN","F","18-25",1,NA
"34649","RICHMOND","DEM","A","UN","F","26-40",2,NA
"34650","RICHMOND","DEM","A","UN","F","41-65",6,NA
"34651","RICHMOND","DEM","A","UN","F","66+",1,NA
"34652","RICHMOND","DEM","A","UN","M","26-40",2,NA
"34653","RICHMOND","DEM","A","UN","M","66+",1,NA
"34654","RICHMOND","DEM","B","HL","F","18-25",1,5
"34655","RICHMOND","DEM","B","HL","F","26-40",7,15
"34656","RICHMOND","DEM","B","HL","F","41-65",4,8
"34657","RICHMOND","DEM","B","HL","M","26-40",2,12
"34658","RICHMOND","DEM","B","HL","U","26-40",1,NA
"34659","RICHMOND","DEM","B","NL","F","18-25",425,759
"34660","RICHMOND","DEM","B","NL","F","26-40",901,1377
"34661","RICHMOND","DEM","B","NL","F","41-65",1930,2430
"34662","RICHMOND","DEM","B","NL","F","66+",837,821
"34663","RICHMOND","DEM","B","NL","M","18-25",373,983
"34664","RICHMOND","DEM","B","NL","M","26-40",680,1272
"34665","RICHMOND","DEM","B","NL","M","41-65",1350,2076
"34666","RICHMOND","DEM","B","NL","M","66+",551,533
"34667","RICHMOND","DEM","B","NL","U","18-25",4,NA
"34668","RICHMOND","DEM","B","NL","U","26-40",2,NA
"34669","RICHMOND","DEM","B","NL","U","41-65",2,NA
"34670","RICHMOND","DEM","B","NL","U","66+",1,NA
"34671","RICHMOND","DEM","B","UN","F","18-25",147,NA
"34672","RICHMOND","DEM","B","UN","F","26-40",327,NA
"34673","RICHMOND","DEM","B","UN","F","41-65",361,NA
"34674","RICHMOND","DEM","B","UN","F","66+",88,NA
"34675","RICHMOND","DEM","B","UN","M","18-25",106,NA
"34676","RICHMOND","DEM","B","UN","M","26-40",270,NA
"34677","RICHMOND","DEM","B","UN","M","41-65",348,NA
"34678","RICHMOND","DEM","B","UN","M","66+",66,NA
"34679","RICHMOND","DEM","B","UN","U","18-25",9,NA
"34680","RICHMOND","DEM","B","UN","U","26-40",12,NA
"34681","RICHMOND","DEM","B","UN","U","41-65",11,NA
"34682","RICHMOND","DEM","B","UN","U","66+",5,NA
"34683","RICHMOND","DEM","I","NL","F","18-25",12,76
"34684","RICHMOND","DEM","I","NL","F","26-40",21,102
"34685","RICHMOND","DEM","I","NL","F","41-65",28,167
"34686","RICHMOND","DEM","I","NL","F","66+",14,37
"34687","RICHMOND","DEM","I","NL","M","18-25",7,75
"34688","RICHMOND","DEM","I","NL","M","26-40",7,107
"34689","RICHMOND","DEM","I","NL","M","41-65",28,153
"34690","RICHMOND","DEM","I","NL","M","66+",9,28
"34691","RICHMOND","DEM","I","UN","F","18-25",6,NA
"34692","RICHMOND","DEM","I","UN","F","26-40",6,NA
"34693","RICHMOND","DEM","I","UN","F","41-65",9,NA
"34694","RICHMOND","DEM","I","UN","F","66+",2,NA
"34695","RICHMOND","DEM","I","UN","M","18-25",2,NA
"34696","RICHMOND","DEM","I","UN","M","26-40",2,NA
"34697","RICHMOND","DEM","I","UN","M","41-65",3,NA
"34698","RICHMOND","DEM","I","UN","M","66+",1,NA
"34699","RICHMOND","DEM","M","HL","F","26-40",3,13
"34700","RICHMOND","DEM","M","HL","F","41-65",2,14
"34701","RICHMOND","DEM","M","HL","M","26-40",1,11
"34702","RICHMOND","DEM","M","HL","M","41-65",1,13
"34703","RICHMOND","DEM","M","NL","F","18-25",4,51
"34704","RICHMOND","DEM","M","NL","F","26-40",3,69
"34705","RICHMOND","DEM","M","NL","F","41-65",6,84
"34706","RICHMOND","DEM","M","NL","F","66+",1,7
"34707","RICHMOND","DEM","M","NL","M","18-25",2,27
"34708","RICHMOND","DEM","M","NL","M","26-40",2,46
"34709","RICHMOND","DEM","M","NL","M","41-65",1,77
"34710","RICHMOND","DEM","M","NL","M","66+",2,16
"34711","RICHMOND","DEM","M","UN","F","18-25",3,NA
"34712","RICHMOND","DEM","M","UN","F","26-40",7,NA
"34713","RICHMOND","DEM","M","UN","F","41-65",3,NA
"34714","RICHMOND","DEM","M","UN","M","26-40",5,NA
"34715","RICHMOND","DEM","M","UN","M","41-65",7,NA
"34716","RICHMOND","DEM","M","UN","M","66+",1,NA
"34717","RICHMOND","DEM","M","UN","U","66+",1,NA
"34718","RICHMOND","DEM","O","HL","F","18-25",18,92
"34719","RICHMOND","DEM","O","HL","F","26-40",13,222
"34720","RICHMOND","DEM","O","HL","F","41-65",13,84
"34721","RICHMOND","DEM","O","HL","F","66+",4,7
"34722","RICHMOND","DEM","O","HL","M","18-25",13,138
"34723","RICHMOND","DEM","O","HL","M","26-40",17,293
"34724","RICHMOND","DEM","O","HL","M","41-65",17,144
"34725","RICHMOND","DEM","O","HL","M","66+",7,11
"34726","RICHMOND","DEM","O","NL","F","18-25",7,7
"34727","RICHMOND","DEM","O","NL","F","26-40",9,7
"34728","RICHMOND","DEM","O","NL","F","41-65",21,7
"34729","RICHMOND","DEM","O","NL","F","66+",5,0
"34730","RICHMOND","DEM","O","NL","M","18-25",6,4
"34731","RICHMOND","DEM","O","NL","M","26-40",8,5
"34732","RICHMOND","DEM","O","NL","M","41-65",24,2
"34733","RICHMOND","DEM","O","NL","M","66+",3,0
"34734","RICHMOND","DEM","O","NL","U","26-40",1,NA
"34735","RICHMOND","DEM","O","UN","F","18-25",4,NA
"34736","RICHMOND","DEM","O","UN","F","26-40",1,NA
"34737","RICHMOND","DEM","O","UN","F","41-65",3,NA
"34738","RICHMOND","DEM","O","UN","F","66+",1,NA
"34739","RICHMOND","DEM","O","UN","M","18-25",2,NA
"34740","RICHMOND","DEM","O","UN","M","26-40",2,NA
"34741","RICHMOND","DEM","O","UN","M","41-65",2,NA
"34742","RICHMOND","DEM","U","HL","F","18-25",2,NA
"34743","RICHMOND","DEM","U","HL","F","26-40",4,NA
"34744","RICHMOND","DEM","U","HL","F","41-65",2,NA
"34745","RICHMOND","DEM","U","HL","F","66+",1,NA
"34746","RICHMOND","DEM","U","HL","M","18-25",2,NA
"34747","RICHMOND","DEM","U","HL","M","26-40",2,NA
"34748","RICHMOND","DEM","U","HL","M","41-65",2,NA
"34749","RICHMOND","DEM","U","HL","M","66+",1,NA
"34750","RICHMOND","DEM","U","NL","F","18-25",4,NA
"34751","RICHMOND","DEM","U","NL","F","26-40",13,NA
"34752","RICHMOND","DEM","U","NL","F","41-65",10,NA
"34753","RICHMOND","DEM","U","NL","F","66+",2,NA
"34754","RICHMOND","DEM","U","NL","M","26-40",5,NA
"34755","RICHMOND","DEM","U","NL","M","41-65",8,NA
"34756","RICHMOND","DEM","U","NL","M","66+",5,NA
"34757","RICHMOND","DEM","U","NL","U","18-25",1,NA
"34758","RICHMOND","DEM","U","NL","U","41-65",2,NA
"34759","RICHMOND","DEM","U","UN","F","18-25",4,NA
"34760","RICHMOND","DEM","U","UN","F","26-40",15,NA
"34761","RICHMOND","DEM","U","UN","F","41-65",22,NA
"34762","RICHMOND","DEM","U","UN","F","66+",3,NA
"34763","RICHMOND","DEM","U","UN","M","18-25",8,NA
"34764","RICHMOND","DEM","U","UN","M","26-40",8,NA
"34765","RICHMOND","DEM","U","UN","M","41-65",19,NA
"34766","RICHMOND","DEM","U","UN","M","66+",6,NA
"34767","RICHMOND","DEM","U","UN","U","18-25",11,NA
"34768","RICHMOND","DEM","U","UN","U","26-40",8,NA
"34769","RICHMOND","DEM","U","UN","U","41-65",11,NA
"34770","RICHMOND","DEM","U","UN","U","66+",6,NA
"34771","RICHMOND","DEM","W","HL","F","18-25",2,38
"34772","RICHMOND","DEM","W","HL","F","26-40",3,68
"34773","RICHMOND","DEM","W","HL","F","41-65",3,59
"34774","RICHMOND","DEM","W","HL","F","66+",2,10
"34775","RICHMOND","DEM","W","HL","M","18-25",1,76
"34776","RICHMOND","DEM","W","HL","M","26-40",2,131
"34777","RICHMOND","DEM","W","HL","M","41-65",2,71
"34778","RICHMOND","DEM","W","HL","M","66+",2,9
"34779","RICHMOND","DEM","W","HL","U","18-25",1,NA
"34780","RICHMOND","DEM","W","NL","F","18-25",143,1150
"34781","RICHMOND","DEM","W","NL","F","26-40",547,2365
"34782","RICHMOND","DEM","W","NL","F","41-65",1839,5080
"34783","RICHMOND","DEM","W","NL","F","66+",1678,2718
"34784","RICHMOND","DEM","W","NL","M","18-25",141,1226
"34785","RICHMOND","DEM","W","NL","M","26-40",415,2391
"34786","RICHMOND","DEM","W","NL","M","41-65",1479,4958
"34787","RICHMOND","DEM","W","NL","M","66+",1134,1990
"34788","RICHMOND","DEM","W","NL","U","18-25",1,NA
"34789","RICHMOND","DEM","W","NL","U","26-40",1,NA
"34790","RICHMOND","DEM","W","NL","U","41-65",1,NA
"34791","RICHMOND","DEM","W","NL","U","66+",1,NA
"34792","RICHMOND","DEM","W","UN","F","18-25",26,NA
"34793","RICHMOND","DEM","W","UN","F","26-40",78,NA
"34794","RICHMOND","DEM","W","UN","F","41-65",146,NA
"34795","RICHMOND","DEM","W","UN","F","66+",72,NA
"34796","RICHMOND","DEM","W","UN","M","18-25",14,NA
"34797","RICHMOND","DEM","W","UN","M","26-40",75,NA
"34798","RICHMOND","DEM","W","UN","M","41-65",83,NA
"34799","RICHMOND","DEM","W","UN","M","66+",51,NA
"34800","RICHMOND","DEM","W","UN","U","18-25",1,NA
"34801","RICHMOND","DEM","W","UN","U","26-40",4,NA
"34802","RICHMOND","DEM","W","UN","U","41-65",3,NA
"34803","RICHMOND","DEM","W","UN","U","66+",3,NA
"34804","RICHMOND","LIB","B","NL","F","18-25",1,759
"34805","RICHMOND","LIB","B","NL","F","26-40",2,1377
"34806","RICHMOND","LIB","B","NL","F","41-65",2,2430
"34807","RICHMOND","LIB","B","NL","M","26-40",1,1272
"34808","RICHMOND","LIB","B","NL","M","41-65",2,2076
"34809","RICHMOND","LIB","B","NL","M","66+",2,533
"34810","RICHMOND","LIB","B","UN","F","18-25",2,NA
"34811","RICHMOND","LIB","I","HL","F","18-25",1,6
"34812","RICHMOND","LIB","I","NL","F","18-25",1,76
"34813","RICHMOND","LIB","O","HL","M","41-65",2,144
"34814","RICHMOND","LIB","O","NL","F","18-25",1,7
"34815","RICHMOND","LIB","O","NL","F","26-40",1,7
"34816","RICHMOND","LIB","O","NL","M","41-65",1,2
"34817","RICHMOND","LIB","O","UN","U","41-65",1,NA
"34818","RICHMOND","LIB","U","UN","F","26-40",1,NA
"34819","RICHMOND","LIB","U","UN","M","26-40",1,NA
"34820","RICHMOND","LIB","U","UN","M","41-65",1,NA
"34821","RICHMOND","LIB","U","UN","M","66+",1,NA
"34822","RICHMOND","LIB","W","NL","F","18-25",1,1150
"34823","RICHMOND","LIB","W","NL","F","26-40",5,2365
